order_id,order_date,product,category,region,segment,gender,age_group,channel,quantity,unit_price,discount,revenue,cost,profit
ORD-11022,2024-03-11,Standing Desk,Furniture,South,Enterprise,Female,18-24,Partner,2,670.42,0.1,1206.76,665.09,541.67
ORD-11565,2024-03-11,Office Chair,Furniture,West,SMB,Male,18-24,Partner,13,165.65,0.0,2153.45,1031.92,1121.53
ORD-11007,2024-03-11,Ergonomic Pillow,Furniture,West,SMB,Female,35-44,Direct Sales,19,60.86,0.1,1040.71,548.8,491.91
ORD-10558,2024-03-12,Notebook Set,Stationery,East,Startup,Female,18-24,Direct Sales,15,21.6,0.05,307.8,195.02,112.78
ORD-11599,2024-03-12,Standing Desk,Furniture,East,Startup,Male,25-34,Online,12,446.32,0.15,4552.46,2639.21,1913.25
ORD-10530,2024-03-13,Laptop Pro,Electronics,North,Individual,Male,18-24,Partner,6,1622.81,0.2,7789.49,4731.08,3058.41
ORD-10270,2024-03-13,Laptop Pro,Electronics,East,SMB,Non-binary,55+,Retail,10,1587.7,0.05,15083.15,8653.53,6429.62
ORD-11087,2024-03-14,Office Chair,Furniture,East,SMB,Female,45-54,Partner,20,239.28,0.15,4067.76,2130.91,1936.85
ORD-10928,2024-03-14,Office Chair,Furniture,South,Individual,Non-binary,18-24,Retail,6,355.63,0.2,1707.02,1026.38,680.64
ORD-10248,2024-03-14,Wireless Mouse,Electronics,East,Individual,Non-binary,35-44,Partner,19,29.0,0.1,495.9,327.98,167.92
ORD-10564,2024-03-15,Notebook Set,Stationery,South,Individual,Male,45-54,Retail,6,19.68,0.0,118.08,57.38,60.7
ORD-11933,2024-03-16,Notebook Set,Stationery,East,SMB,Non-binary,55+,Online,16,14.11,0.1,203.18,139.92,63.26
ORD-11852,2024-03-16,Pen Collection,Stationery,Central,Startup,Non-binary,55+,Direct Sales,12,18.84,0.15,192.17,118.06,74.11
ORD-10669,2024-03-16,Notebook Set,Stationery,South,Enterprise,Female,35-44,Retail,13,24.17,0.2,251.37,127.22,124.15
ORD-10503,2024-03-16,Ergonomic Pillow,Furniture,North,SMB,Non-binary,55+,Retail,14,56.17,0.0,786.38,389.04,397.34
ORD-10796,2024-03-16,Monitor 27in,Electronics,West,SMB,Non-binary,55+,Online,2,321.91,0.05,611.63,317.1,294.53
ORD-10051,2024-03-17,Headphones Elite,Electronics,South,Individual,Male,55+,Online,19,241.1,0.0,4580.9,2157.54,2423.36
ORD-11796,2024-03-17,Headphones Elite,Electronics,West,Individual,Male,45-54,Retail,5,121.03,0.2,484.12,315.18,168.94
ORD-11100,2024-03-17,Ergonomic Pillow,Furniture,Central,SMB,Female,18-24,Partner,12,78.14,0.0,937.68,527.98,409.7
ORD-11422,2024-03-17,Office Chair,Furniture,East,Enterprise,Non-binary,55+,Online,5,191.75,0.15,814.94,398.49,416.45
ORD-10883,2024-03-19,Standing Desk,Furniture,North,SMB,Female,18-24,Retail,14,597.57,0.0,8365.98,4099.98,4266.0
ORD-10388,2024-03-20,Notebook Set,Stationery,Central,Enterprise,Female,45-54,Partner,1,17.11,0.2,13.69,6.91,6.78
ORD-11690,2024-03-21,Notebook Set,Stationery,Central,Individual,Non-binary,55+,Retail,20,18.24,0.1,328.32,224.1,104.22
ORD-10926,2024-03-22,Laptop Pro,Electronics,Central,SMB,Non-binary,25-34,Online,14,1607.94,0.15,19134.49,11261.39,7873.1
ORD-11205,2024-03-22,Laptop Pro,Electronics,South,Enterprise,Non-binary,45-54,Partner,16,1678.86,0.2,21489.41,9994.11,11495.3
ORD-11925,2024-03-23,Laptop Pro,Electronics,South,Individual,Male,45-54,Online,13,1373.93,0.2,14288.87,9651.17,4637.7
ORD-10212,2024-03-23,Wireless Mouse,Electronics,West,SMB,Non-binary,55+,Retail,8,44.32,0.1,319.1,173.96,145.14
ORD-10799,2024-03-23,Monitor 27in,Electronics,West,Startup,Non-binary,45-54,Retail,2,253.22,0.0,506.44,317.68,188.76
ORD-11255,2024-03-23,Headphones Elite,Electronics,East,SMB,Non-binary,35-44,Direct Sales,5,330.31,0.0,1651.55,1092.09,559.46
ORD-11757,2024-03-24,Monitor 27in,Electronics,Central,Startup,Female,18-24,Direct Sales,6,311.8,0.05,1777.26,1123.76,653.5
ORD-11146,2024-03-26,Monitor 27in,Electronics,North,Startup,Female,25-34,Retail,17,500.27,0.15,7228.9,4710.04,2518.86
ORD-10416,2024-03-26,Ergonomic Pillow,Furniture,Central,Individual,Female,35-44,Direct Sales,5,82.75,0.0,413.75,263.54,150.21
ORD-11593,2024-03-27,Laptop Pro,Electronics,Central,Startup,Non-binary,55+,Online,6,1609.4,0.05,9173.58,4973.64,4199.94
ORD-11299,2024-03-27,Monitor 27in,Electronics,West,Individual,Female,35-44,Direct Sales,5,466.99,0.05,2218.2,1134.61,1083.59
ORD-11834,2024-03-28,Headphones Elite,Electronics,South,Individual,Non-binary,18-24,Direct Sales,8,242.73,0.15,1650.56,1013.79,636.77
ORD-11991,2024-03-28,Headphones Elite,Electronics,South,Enterprise,Female,18-24,Retail,15,273.61,0.05,3898.94,1809.2,2089.74
ORD-10992,2024-03-30,Office Chair,Furniture,South,Startup,Female,45-54,Retail,7,167.16,0.15,994.6,488.4,506.2
ORD-10355,2024-03-30,Wireless Mouse,Electronics,East,Startup,Male,18-24,Partner,15,34.51,0.15,440.0,273.89,166.11
ORD-11137,2024-03-31,Standing Desk,Furniture,Central,Enterprise,Female,45-54,Direct Sales,19,311.42,0.2,4733.58,2327.01,2406.57
ORD-11096,2024-03-31,Standing Desk,Furniture,North,Startup,Non-binary,18-24,Partner,5,627.32,0.1,2822.94,1878.66,944.28
ORD-10940,2024-04-01,Office Chair,Furniture,North,Individual,Male,35-44,Direct Sales,14,364.25,0.05,4844.52,2713.93,2130.59
ORD-11250,2024-04-01,Notebook Set,Stationery,South,SMB,Non-binary,55+,Direct Sales,12,21.71,0.05,247.49,163.64,83.85
ORD-11805,2024-04-02,Monitor 27in,Electronics,West,Startup,Female,35-44,Partner,19,463.63,0.1,7928.07,4998.14,2929.93
ORD-10735,2024-04-02,Standing Desk,Furniture,South,Individual,Male,55+,Direct Sales,19,317.99,0.0,6041.81,3232.3,2809.51
ORD-10323,2024-04-02,Monitor 27in,Electronics,North,SMB,Female,45-54,Retail,2,368.74,0.1,663.73,413.26,250.47
ORD-10835,2024-04-02,Laptop Pro,Electronics,East,Startup,Male,18-24,Partner,5,1215.41,0.0,6077.05,4054.92,2022.13
ORD-11303,2024-04-03,Standing Desk,Furniture,West,SMB,Female,55+,Retail,19,612.74,0.05,11059.96,5393.62,5666.34
ORD-10649,2024-04-03,Ergonomic Pillow,Furniture,South,Startup,Female,18-24,Direct Sales,8,71.23,0.0,569.84,358.67,211.17
ORD-10982,2024-04-04,Laptop Pro,Electronics,Central,Enterprise,Female,35-44,Retail,2,1737.5,0.2,2780.0,1278.19,1501.81
ORD-10173,2024-04-05,Laptop Pro,Electronics,North,Individual,Male,35-44,Direct Sales,12,1227.15,0.0,14725.8,8726.07,5999.73
ORD-10962,2024-04-05,Headphones Elite,Electronics,North,Individual,Male,45-54,Retail,11,229.32,0.15,2144.14,1088.67,1055.47
ORD-10361,2024-04-05,Pen Collection,Stationery,East,Enterprise,Non-binary,25-34,Partner,8,6.18,0.15,42.02,27.33,14.69
ORD-11660,2024-04-05,Office Chair,Furniture,West,Enterprise,Male,18-24,Direct Sales,14,256.39,0.1,3230.51,2233.16,997.35
ORD-11480,2024-04-06,Ergonomic Pillow,Furniture,Central,Startup,Non-binary,35-44,Online,2,55.59,0.15,94.5,44.72,49.78
ORD-10853,2024-04-07,Wireless Mouse,Electronics,Central,Startup,Non-binary,45-54,Retail,8,26.19,0.05,199.04,109.31,89.73
ORD-10634,2024-04-07,Office Chair,Furniture,North,Startup,Male,35-44,Retail,4,208.22,0.15,707.95,446.93,261.02
ORD-11728,2024-04-07,Wireless Mouse,Electronics,North,Enterprise,Male,18-24,Partner,6,25.12,0.1,135.65,93.04,42.61
ORD-11275,2024-04-07,Standing Desk,Furniture,East,SMB,Male,45-54,Retail,2,443.33,0.15,753.66,491.93,261.73
ORD-11425,2024-04-09,Headphones Elite,Electronics,Central,Individual,Non-binary,45-54,Direct Sales,9,230.87,0.15,1766.16,868.46,897.7
ORD-10874,2024-04-10,Headphones Elite,Electronics,Central,SMB,Female,45-54,Online,1,254.07,0.0,254.07,159.69,94.38
ORD-11804,2024-04-10,Laptop Pro,Electronics,South,Enterprise,Male,35-44,Partner,1,1424.32,0.1,1281.89,695.36,586.53
ORD-11561,2024-04-11,Wireless Mouse,Electronics,South,Individual,Female,18-24,Retail,19,51.71,0.2,785.99,486.64,299.35
ORD-11840,2024-04-11,Headphones Elite,Electronics,Central,Individual,Female,55+,Partner,2,241.6,0.2,386.56,219.81,166.75
ORD-11298,2024-04-11,Ergonomic Pillow,Furniture,South,Individual,Male,35-44,Retail,14,84.18,0.15,1001.74,634.46,367.28
ORD-11512,2024-04-11,Notebook Set,Stationery,Central,SMB,Non-binary,18-24,Retail,10,15.63,0.2,125.04,70.8,54.24
ORD-10872,2024-04-12,Headphones Elite,Electronics,Central,SMB,Female,18-24,Direct Sales,11,311.31,0.0,3424.41,1606.64,1817.77
ORD-10591,2024-04-12,Wireless Mouse,Electronics,West,Individual,Male,18-24,Online,7,29.64,0.1,186.73,95.19,91.54
ORD-11903,2024-04-12,Wireless Mouse,Electronics,North,Individual,Non-binary,45-54,Retail,19,46.33,0.2,704.22,365.79,338.43
ORD-11316,2024-04-13,Laptop Pro,Electronics,East,Individual,Female,35-44,Partner,11,1279.4,0.1,12666.06,7976.82,4689.24
ORD-11477,2024-04-13,Ergonomic Pillow,Furniture,East,Enterprise,Female,35-44,Direct Sales,1,41.31,0.1,37.18,19.78,17.4
ORD-10866,2024-04-13,Planner 2024,Stationery,South,Enterprise,Female,18-24,Online,3,21.59,0.0,64.77,35.02,29.75
ORD-11267,2024-04-14,Pen Collection,Stationery,North,Enterprise,Female,55+,Partner,13,15.45,0.05,190.81,126.28,64.53
ORD-11801,2024-04-14,Laptop Pro,Electronics,Central,Individual,Non-binary,55+,Online,5,1583.68,0.1,7126.56,4823.68,2302.88
ORD-11460,2024-04-14,Ergonomic Pillow,Furniture,West,Enterprise,Female,35-44,Online,19,71.35,0.0,1355.65,770.86,584.79
ORD-11558,2024-04-15,Office Chair,Furniture,West,Individual,Non-binary,55+,Online,20,324.92,0.2,5198.72,2954.14,2244.58
ORD-10080,2024-04-15,Planner 2024,Stationery,South,SMB,Female,55+,Online,3,19.49,0.0,58.47,33.06,25.41
ORD-11058,2024-04-16,Monitor 27in,Electronics,North,Startup,Female,55+,Retail,2,423.87,0.0,847.74,440.07,407.67
ORD-11581,2024-04-16,Ergonomic Pillow,Furniture,South,Enterprise,Non-binary,25-34,Direct Sales,1,56.92,0.2,45.54,29.03,16.51
ORD-11074,2024-04-17,Planner 2024,Stationery,North,Enterprise,Male,35-44,Partner,15,29.81,0.15,380.08,198.52,181.56
ORD-11169,2024-04-17,Laptop Pro,Electronics,Central,SMB,Male,55+,Online,1,1395.01,0.05,1325.26,651.52,673.74
ORD-10976,2024-04-19,Wireless Mouse,Electronics,West,SMB,Male,55+,Direct Sales,10,46.14,0.2,369.12,198.61,170.51
ORD-11453,2024-04-19,Pen Collection,Stationery,East,SMB,Non-binary,45-54,Partner,4,18.95,0.2,60.64,38.35,22.29
ORD-11016,2024-04-20,Pen Collection,Stationery,West,Startup,Female,45-54,Partner,15,5.42,0.2,65.04,29.7,35.34
ORD-10546,2024-04-21,Laptop Pro,Electronics,Central,Individual,Non-binary,25-34,Direct Sales,18,1545.81,0.0,27824.58,19325.79,8498.79
ORD-10322,2024-04-21,Wireless Mouse,Electronics,North,Enterprise,Female,55+,Direct Sales,9,38.41,0.15,293.84,174.25,119.59
ORD-10797,2024-04-22,Ergonomic Pillow,Furniture,East,Enterprise,Non-binary,25-34,Partner,18,46.06,0.1,746.17,350.05,396.12
ORD-11623,2024-04-23,Laptop Pro,Electronics,East,SMB,Male,25-34,Retail,6,1773.21,0.15,9043.37,5876.84,3166.53
ORD-10296,2024-04-23,Office Chair,Furniture,North,SMB,Non-binary,35-44,Partner,18,269.76,0.0,4855.68,2524.68,2331.0
ORD-11324,2024-04-24,Standing Desk,Furniture,South,Individual,Non-binary,55+,Direct Sales,17,556.24,0.05,8983.28,5000.37,3982.91
ORD-10654,2024-04-24,Notebook Set,Stationery,West,Individual,Female,18-24,Retail,9,22.36,0.05,191.18,98.29,92.89
ORD-11652,2024-04-24,Wireless Mouse,Electronics,Central,Enterprise,Male,25-34,Online,18,33.04,0.15,505.51,277.86,227.65
ORD-10217,2024-04-24,Ergonomic Pillow,Furniture,North,Enterprise,Male,18-24,Online,5,82.13,0.05,390.12,182.18,207.94
ORD-11750,2024-04-24,Ergonomic Pillow,Furniture,West,Individual,Non-binary,55+,Retail,12,46.58,0.1,503.06,261.47,241.59
ORD-11258,2024-04-24,Monitor 27in,Electronics,West,Individual,Non-binary,55+,Retail,6,504.37,0.2,2420.98,1331.31,1089.67
ORD-10471,2024-04-24,Monitor 27in,Electronics,East,Startup,Non-binary,35-44,Direct Sales,14,497.85,0.1,6272.91,3776.94,2495.97
ORD-11348,2024-04-25,Standing Desk,Furniture,North,Startup,Female,35-44,Online,11,600.34,0.15,5613.18,3088.03,2525.15
ORD-10665,2024-04-25,Headphones Elite,Electronics,North,Startup,Male,45-54,Partner,11,279.35,0.0,3072.85,2016.1,1056.75
ORD-10450,2024-04-25,Planner 2024,Stationery,East,Startup,Non-binary,55+,Direct Sales,7,32.07,0.05,213.27,103.26,110.01
ORD-11441,2024-04-25,Standing Desk,Furniture,South,Individual,Male,18-24,Direct Sales,13,467.72,0.1,5472.32,2871.72,2600.6
ORD-11524,2024-04-25,Office Chair,Furniture,West,Individual,Non-binary,18-24,Retail,5,349.43,0.2,1397.72,708.59,689.13
ORD-11392,2024-04-26,Wireless Mouse,Electronics,West,Enterprise,Non-binary,25-34,Retail,12,57.82,0.1,624.46,344.45,280.01
ORD-10747,2024-04-26,Office Chair,Furniture,North,Individual,Male,18-24,Retail,18,373.82,0.15,5719.45,3663.97,2055.48
ORD-11851,2024-04-26,Pen Collection,Stationery,North,SMB,Non-binary,25-34,Partner,7,11.4,0.05,75.81,52.83,22.98
ORD-10078,2024-04-26,Headphones Elite,Electronics,Central,Enterprise,Non-binary,55+,Partner,2,146.9,0.1,264.42,160.15,104.27
ORD-10415,2024-04-26,Pen Collection,Stationery,Central,Startup,Non-binary,45-54,Retail,18,16.76,0.15,256.43,126.85,129.58
ORD-11388,2024-04-26,Ergonomic Pillow,Furniture,East,Startup,Female,18-24,Retail,4,67.98,0.05,258.32,129.32,129.0
ORD-11876,2024-04-27,Office Chair,Furniture,East,Enterprise,Female,18-24,Partner,9,315.14,0.2,2269.01,1283.45,985.56
ORD-10309,2024-04-27,Laptop Pro,Electronics,West,Individual,Non-binary,45-54,Retail,16,1729.06,0.1,24898.46,14603.1,10295.36
ORD-10441,2024-04-27,Planner 2024,Stationery,West,Startup,Female,35-44,Partner,6,18.68,0.0,112.08,53.94,58.14
ORD-10516,2024-04-29,Laptop Pro,Electronics,North,Enterprise,Female,18-24,Retail,14,1227.3,0.1,15463.98,9125.35,6338.63
ORD-11220,2024-04-29,Laptop Pro,Electronics,Central,SMB,Non-binary,35-44,Direct Sales,6,1451.54,0.05,8273.78,5659.87,2613.91
ORD-10081,2024-04-30,Wireless Mouse,Electronics,South,Individual,Non-binary,35-44,Direct Sales,16,59.31,0.05,901.51,508.63,392.88
ORD-10795,2024-04-30,Monitor 27in,Electronics,East,Startup,Female,55+,Retail,8,303.87,0.2,1944.77,1231.64,713.13
ORD-11928,2024-05-01,Planner 2024,Stationery,Central,Individual,Female,18-24,Direct Sales,8,15.29,0.15,103.97,67.28,36.69
ORD-11429,2024-05-01,Monitor 27in,Electronics,West,Startup,Male,45-54,Retail,2,323.61,0.05,614.86,414.58,200.28
ORD-11456,2024-05-01,Headphones Elite,Electronics,East,SMB,Male,25-34,Direct Sales,3,221.72,0.1,598.64,291.56,307.08
ORD-11635,2024-05-01,Ergonomic Pillow,Furniture,South,Enterprise,Non-binary,25-34,Online,16,44.13,0.2,564.86,324.78,240.08
ORD-10683,2024-05-02,Planner 2024,Stationery,South,Enterprise,Non-binary,55+,Retail,3,19.92,0.15,50.8,31.46,19.34
ORD-11798,2024-05-03,Headphones Elite,Electronics,South,Startup,Non-binary,25-34,Retail,12,102.13,0.2,980.45,533.59,446.86
ORD-11025,2024-05-03,Notebook Set,Stationery,West,Individual,Non-binary,18-24,Partner,14,12.22,0.1,153.97,86.88,67.09
ORD-11195,2024-05-03,Office Chair,Furniture,Central,SMB,Female,55+,Partner,9,207.18,0.1,1678.16,953.19,724.97
ORD-10600,2024-05-03,Monitor 27in,Electronics,South,SMB,Non-binary,18-24,Direct Sales,18,529.52,0.15,8101.66,4347.96,3753.7
ORD-10209,2024-05-03,Standing Desk,Furniture,East,SMB,Female,18-24,Partner,18,512.0,0.15,7833.6,4000.73,3832.87
ORD-11152,2024-05-04,Laptop Pro,Electronics,Central,Startup,Male,35-44,Direct Sales,1,1468.06,0.1,1321.25,804.64,516.61
ORD-11457,2024-05-05,Office Chair,Furniture,South,Individual,Female,25-34,Retail,2,342.71,0.1,616.88,387.3,229.58
ORD-10188,2024-05-05,Wireless Mouse,Electronics,Central,SMB,Non-binary,18-24,Retail,6,57.69,0.0,346.14,242.05,104.09
ORD-11762,2024-05-05,Pen Collection,Stationery,Central,Startup,Male,18-24,Retail,2,6.18,0.0,12.36,6.6,5.76
ORD-10349,2024-05-07,Wireless Mouse,Electronics,Central,Startup,Non-binary,55+,Retail,4,42.91,0.2,137.31,65.83,71.48
ORD-11370,2024-05-08,Ergonomic Pillow,Furniture,South,SMB,Male,45-54,Online,4,89.53,0.2,286.5,131.93,154.57
ORD-10204,2024-05-08,Pen Collection,Stationery,South,Startup,Male,18-24,Online,20,16.49,0.0,329.8,168.25,161.55
ORD-10285,2024-05-09,Laptop Pro,Electronics,West,Startup,Male,25-34,Retail,16,1776.71,0.05,27005.99,16957.42,10048.57
ORD-10506,2024-05-09,Planner 2024,Stationery,South,SMB,Male,25-34,Online,10,21.19,0.15,180.12,94.06,86.06
ORD-11976,2024-05-09,Monitor 27in,Electronics,South,Enterprise,Female,25-34,Partner,7,376.67,0.2,2109.35,1409.24,700.11
ORD-11244,2024-05-09,Wireless Mouse,Electronics,East,Startup,Female,55+,Direct Sales,9,59.41,0.0,534.69,242.34,292.35
ORD-10865,2024-05-09,Notebook Set,Stationery,South,Startup,Non-binary,55+,Retail,5,14.75,0.15,62.69,34.15,28.54
ORD-11842,2024-05-10,Headphones Elite,Electronics,North,Individual,Female,55+,Partner,12,159.31,0.05,1816.13,1244.37,571.76
ORD-10804,2024-05-13,Standing Desk,Furniture,East,SMB,Male,18-24,Online,1,695.72,0.1,626.15,410.21,215.94
ORD-11609,2024-05-14,Pen Collection,Stationery,Central,Startup,Non-binary,35-44,Direct Sales,12,16.95,0.1,183.06,118.42,64.64
ORD-11517,2024-05-14,Wireless Mouse,Electronics,Central,SMB,Non-binary,45-54,Online,18,27.81,0.1,450.52,254.65,195.87
ORD-10766,2024-05-14,Office Chair,Furniture,North,SMB,Non-binary,55+,Online,12,198.85,0.05,2266.89,1383.12,883.77
ORD-11377,2024-05-15,Laptop Pro,Electronics,East,Individual,Female,55+,Online,19,1572.14,0.1,26883.59,18476.57,8407.02
ORD-11614,2024-05-16,Headphones Elite,Electronics,West,Individual,Male,45-54,Retail,15,324.72,0.15,4140.18,2607.65,1532.53
ORD-10661,2024-05-17,Laptop Pro,Electronics,West,Startup,Non-binary,18-24,Direct Sales,16,1609.64,0.1,23178.82,15526.53,7652.29
ORD-10135,2024-05-17,Headphones Elite,Electronics,East,SMB,Non-binary,55+,Online,17,190.46,0.1,2914.04,1536.33,1377.71
ORD-10030,2024-05-17,Notebook Set,Stationery,Central,Individual,Female,18-24,Online,9,10.66,0.1,86.35,55.5,30.85
ORD-10725,2024-05-17,Ergonomic Pillow,Furniture,Central,Individual,Female,55+,Partner,15,74.45,0.15,949.24,600.8,348.44
ORD-10273,2024-05-17,Laptop Pro,Electronics,North,Individual,Non-binary,35-44,Partner,13,1249.46,0.2,12994.38,7594.1,5400.28
ORD-11106,2024-05-18,Wireless Mouse,Electronics,South,SMB,Female,18-24,Online,16,30.98,0.2,396.54,226.74,169.8
ORD-11644,2024-05-18,Standing Desk,Furniture,West,Enterprise,Male,35-44,Retail,12,519.88,0.2,4990.85,2703.41,2287.44
ORD-10203,2024-05-18,Office Chair,Furniture,South,Enterprise,Male,35-44,Partner,18,244.82,0.05,4186.42,2142.94,2043.48
ORD-11980,2024-05-20,Monitor 27in,Electronics,North,Individual,Female,25-34,Online,18,537.96,0.0,9683.28,6267.11,3416.17
ORD-11699,2024-05-20,Notebook Set,Stationery,East,SMB,Male,55+,Online,5,13.64,0.1,61.38,31.58,29.8
ORD-11683,2024-05-20,Office Chair,Furniture,Central,Individual,Non-binary,55+,Online,1,305.81,0.0,305.81,144.43,161.38
ORD-11145,2024-05-21,Notebook Set,Stationery,West,Enterprise,Female,45-54,Retail,5,14.27,0.15,60.65,37.53,23.12
ORD-11935,2024-05-21,Pen Collection,Stationery,Central,Individual,Female,25-34,Direct Sales,6,7.76,0.05,44.23,21.28,22.95
ORD-11701,2024-05-21,Planner 2024,Stationery,Central,Startup,Male,18-24,Online,6,32.11,0.0,192.66,95.12,97.54
ORD-10412,2024-05-21,Headphones Elite,Electronics,South,Individual,Female,35-44,Online,5,163.63,0.05,777.24,526.6,250.64
ORD-10063,2024-05-21,Standing Desk,Furniture,East,Startup,Female,55+,Direct Sales,18,432.32,0.15,6614.5,3424.52,3189.98
ORD-10864,2024-05-21,Headphones Elite,Electronics,South,Individual,Female,18-24,Direct Sales,5,233.98,0.0,1169.9,710.59,459.31
ORD-10787,2024-05-21,Laptop Pro,Electronics,West,Startup,Female,25-34,Partner,13,1657.7,0.2,17240.08,9049.48,8190.6
ORD-11647,2024-05-22,Planner 2024,Stationery,North,Individual,Non-binary,18-24,Partner,19,15.45,0.05,278.87,134.55,144.32
ORD-10414,2024-05-22,Standing Desk,Furniture,East,Individual,Female,18-24,Retail,19,401.45,0.2,6102.04,3392.07,2709.97
ORD-10780,2024-05-22,Planner 2024,Stationery,North,Individual,Non-binary,55+,Direct Sales,15,24.35,0.15,310.46,168.23,142.23
ORD-10492,2024-05-23,Wireless Mouse,Electronics,West,SMB,Female,25-34,Retail,10,56.84,0.1,511.56,287.65,223.91
ORD-11872,2024-05-24,Wireless Mouse,Electronics,West,Individual,Female,18-24,Partner,5,52.16,0.2,208.64,125.7,82.94
ORD-11947,2024-05-24,Wireless Mouse,Electronics,South,SMB,Non-binary,55+,Retail,2,42.95,0.2,68.72,40.11,28.61
ORD-10650,2024-05-24,Planner 2024,Stationery,North,Startup,Female,18-24,Partner,7,21.95,0.0,153.65,94.17,59.48
ORD-11054,2024-05-25,Pen Collection,Stationery,East,SMB,Male,35-44,Partner,2,17.11,0.2,27.38,14.98,12.4
ORD-10589,2024-05-26,Standing Desk,Furniture,Central,Individual,Female,35-44,Online,8,399.13,0.15,2714.08,1614.52,1099.56
ORD-10761,2024-05-26,Planner 2024,Stationery,Central,Enterprise,Female,45-54,Partner,20,27.38,0.1,492.84,301.98,190.86
ORD-10256,2024-05-26,Wireless Mouse,Electronics,West,Enterprise,Male,25-34,Direct Sales,6,46.57,0.05,265.45,173.44,92.01
ORD-11175,2024-05-27,Headphones Elite,Electronics,North,Startup,Female,55+,Partner,4,125.91,0.1,453.28,289.87,163.41
ORD-10955,2024-05-27,Headphones Elite,Electronics,Central,Startup,Male,25-34,Partner,12,144.22,0.2,1384.51,679.33,705.18
ORD-10069,2024-05-28,Planner 2024,Stationery,South,Individual,Female,45-54,Direct Sales,10,26.37,0.0,263.7,158.85,104.85
ORD-10115,2024-05-28,Ergonomic Pillow,Furniture,East,Enterprise,Female,55+,Retail,18,88.73,0.2,1277.71,770.96,506.75
ORD-10342,2024-05-29,Office Chair,Furniture,West,Enterprise,Male,55+,Partner,13,257.26,0.15,2842.72,1551.64,1291.08
ORD-10264,2024-05-29,Pen Collection,Stationery,South,Enterprise,Female,35-44,Retail,3,15.56,0.0,46.68,23.5,23.18
ORD-10123,2024-05-29,Laptop Pro,Electronics,West,Enterprise,Female,18-24,Direct Sales,19,1442.65,0.15,23298.8,12170.8,11128.0
ORD-10481,2024-05-30,Planner 2024,Stationery,South,SMB,Male,18-24,Direct Sales,11,28.69,0.2,252.47,119.27,133.2
ORD-11816,2024-05-30,Office Chair,Furniture,South,Individual,Female,45-54,Retail,13,320.49,0.15,3541.41,1760.35,1781.06
ORD-10153,2024-05-31,Monitor 27in,Electronics,East,Startup,Male,45-54,Online,20,548.53,0.05,10422.07,6111.17,4310.9
ORD-10892,2024-06-01,Pen Collection,Stationery,South,Startup,Female,35-44,Online,6,8.78,0.15,44.78,24.22,20.56
ORD-10936,2024-06-01,Pen Collection,Stationery,West,SMB,Female,35-44,Direct Sales,2,18.36,0.15,31.21,15.91,15.3
ORD-10411,2024-06-02,Wireless Mouse,Electronics,North,Individual,Non-binary,25-34,Online,17,39.72,0.0,675.24,421.63,253.61
ORD-11259,2024-06-02,Planner 2024,Stationery,West,Startup,Non-binary,35-44,Direct Sales,12,22.29,0.05,254.11,134.69,119.42
ORD-10745,2024-06-03,Wireless Mouse,Electronics,West,Enterprise,Male,55+,Direct Sales,7,46.37,0.1,292.13,196.01,96.12
ORD-11023,2024-06-04,Office Chair,Furniture,South,Startup,Non-binary,45-54,Online,5,309.05,0.05,1467.99,712.59,755.4
ORD-11332,2024-06-05,Ergonomic Pillow,Furniture,East,SMB,Male,45-54,Partner,14,87.37,0.05,1162.02,664.48,497.54
ORD-11814,2024-06-05,Office Chair,Furniture,South,Startup,Non-binary,35-44,Retail,17,349.38,0.1,5345.51,2762.37,2583.14
ORD-10345,2024-06-07,Laptop Pro,Electronics,East,Startup,Female,55+,Direct Sales,5,1405.64,0.15,5973.97,3224.83,2749.14
ORD-11799,2024-06-07,Monitor 27in,Electronics,South,SMB,Male,45-54,Retail,4,276.54,0.05,1050.85,540.07,510.78
ORD-11651,2024-06-08,Notebook Set,Stationery,West,Enterprise,Male,35-44,Partner,1,11.66,0.2,9.33,4.34,4.99
ORD-11459,2024-06-09,Ergonomic Pillow,Furniture,East,Individual,Non-binary,55+,Retail,2,62.75,0.2,100.4,58.91,41.49
ORD-11150,2024-06-09,Pen Collection,Stationery,Central,Startup,Male,55+,Partner,2,11.97,0.0,23.94,11.5,12.44
ORD-11827,2024-06-09,Ergonomic Pillow,Furniture,Central,SMB,Non-binary,18-24,Partner,9,66.71,0.1,540.35,348.44,191.91
ORD-11510,2024-06-09,Office Chair,Furniture,South,Enterprise,Male,45-54,Online,8,324.92,0.05,2469.39,1275.53,1193.86
ORD-11918,2024-06-10,Office Chair,Furniture,East,Startup,Male,55+,Direct Sales,1,341.0,0.1,306.9,206.13,100.77
ORD-11107,2024-06-10,Ergonomic Pillow,Furniture,West,Individual,Male,35-44,Online,10,76.0,0.1,684.0,397.14,286.86
ORD-11846,2024-06-10,Headphones Elite,Electronics,Central,Individual,Female,35-44,Direct Sales,16,200.23,0.2,2562.94,1440.26,1122.68
ORD-11741,2024-06-10,Pen Collection,Stationery,East,Startup,Female,18-24,Direct Sales,17,6.9,0.2,93.84,45.55,48.29
ORD-10536,2024-06-10,Headphones Elite,Electronics,North,Startup,Male,55+,Partner,19,296.83,0.2,4511.82,2813.27,1698.55
